Capitulo;Nivel;Codigo;Descripcion
35;SUBPARTIDA;3506.91.10.00;"COLAS Y DEMÁS ADHESIVOS PREPARADOS, NO EXPRESADOS COMPRENDIDOS EN OTRA PARTE; PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS, ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS, DE PESO NETO INFERIOR O IGUAL A 1 kg. > - - - A base de caucho"
35;SUBPARTIDA;3506.91.20.00;"COLAS Y DEMÁS ADHESIVOS PREPARADOS, NO EXPRESADOS COMPRENDIDOS EN OTRA PARTE; PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS, ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS, DE PESO NETO INFERIOR O IGUAL A 1 kg. > - - - A base de polímeros de las partidas 39.01a 39.13, dispersos opara dispersar en un medio acuoso"
35;SUBPARTIDA;3506.91.90.00;"COLAS Y DEMÁS ADHESIVOS PREPARADOS, NO EXPRESADOS COMPRENDIDOS EN OTRA PARTE; PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS, ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS, DE PESO NETO INFERIOR O IGUAL A 1 kg. > - - - Los demás"
35;SUBPARTIDA;3506.99.00.00;"COLAS Y DEMÁS ADHESIVOS PREPARADOS, NO EXPRESADOS COMPRENDIDOS EN OTRA PARTE; PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS, ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS, DE PESO NETO INFERIOR O IGUAL A 1 kg. > - - Los demás"
35;SUBPARTIDA;3507.10.00.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - Cuajo y sus concentrados"
35;SUBPARTIDA;3507.90;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - Las demás:"
35;SUBPARTIDA;3507901;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - Amilasas y sus concentrados:"
35;SUBPARTIDA;3507.90.11.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Alfa amilasa (Aspergillus oryzae)"
35;SUBPARTIDA;3507.90.19.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Los demás"
35;SUBPARTIDA;3507902;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - Proteasas y sus concentrados:"
35;SUBPARTIDA;3507.90.21.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Fibrinucleasas"
35;SUBPARTIDA;3507.90.22.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Bromelina"
35;SUBPARTIDA;3507.90.23.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Estreptoquinasa"
35;SUBPARTIDA;3507.90.24.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Estreptodornasa"
35;SUBPARTIDA;3507.90.25.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Mezcla de estreptoquinasa y estreptodornasa"
35;SUBPARTIDA;3507.90.26.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Papaína"
35;SUBPARTIDA;3507.90.29.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Los demás"
35;SUBPARTIDA;3507903;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - Las demás enzimas y sus concentrados:"
35;SUBPARTIDA;3507.90.31.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Lisozima y su clorhidrato"
35;SUBPARTIDA;3507.90.32.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - L- Asparaginasa"
35;SUBPARTIDA;3507.90.39.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Los demás"
35;SUBPARTIDA;3507904;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - Preparaciones enzimáticas:"
35;SUBPARTIDA;3507.90.41.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - A base de celulasas"
35;SUBPARTIDA;3507.90.42.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - A base de transglutaminasa"
35;SUBPARTIDA;3507.90.49.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - - - Las demás"
36;SUBPARTIDA;3601.00.00.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > PÓLVORA."
36;SUBPARTIDA;3602.00.00;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > EXPLOSIVOS PREPARADOS, EXCEPTO LA PÓLVORA."
36;SUBPARTIDA;3602.00.00.10;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - A base de derivados nitrados orgánicos"
36;SUBPARTIDA;3602.00.00.20;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - A base de nitrato de amonio"
36;SUBPARTIDA;3602.00.00.90;"ENZIMAS; PREPARACIONES ENZIMÁTICAS NO EXPRESADAS COMPRENDIDAS EN OTRA PARTE. > - Los demás"
36;SUBPARTIDA;3603.10.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Mechas de seguridad"
36;SUBPARTIDA;3603.20.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Cordones detonantes"
36;SUBPARTIDA;3603.30.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Cebos fulminantes"
36;SUBPARTIDA;3603.40.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Cápsulas fulminantes"
36;SUBPARTIDA;3603.50.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Inflamadores"
36;SUBPARTIDA;3603.60.00.00;"MECHAS DE SEGURIDAD; CORDONES DETONANTES; CEBOS CÁPSULAS, FULMINANTES; INFLAMADORES; DETONADORES ELÉCTRICOS. > - Detonadores eléctricos"
36;SUBPARTIDA;3604.10.00.00;ARTÍCULOS PARA FUEGOS ARTIFICIALES , COHETES DE SEÑALES GRANÍFUGOS Y SIMILARES, PETARDOS Y DEMÁS ARTÍCULOS DE PIROTECNIA. > - Artículos para fuegos artificiales
36;SUBPARTIDA;3604.90;ARTÍCULOS PARA FUEGOS ARTIFICIALES , COHETES DE SEÑALES GRANÍFUGOS Y SIMILARES, PETARDOS Y DEMÁS ARTÍCULOS DE PIROTECNIA. > - Los demás:
36;SUBPARTIDA;3604.90.10.00;ARTÍCULOS PARA FUEGOS ARTIFICIALES , COHETES DE SEÑALES GRANÍFUGOS Y SIMILARES, PETARDOS Y DEMÁS ARTÍCULOS DE PIROTECNIA. > - - Cohetes y cartuchos antigranizo y similares
36;SUBPARTIDA;3604.90.90.00;ARTÍCULOS PARA FUEGOS ARTIFICIALES , COHETES DE SEÑALES GRANÍFUGOS Y SIMILARES, PETARDOS Y DEMÁS ARTÍCULOS DE PIROTECNIA. > - - Los demás
36;SUBPARTIDA;3605.00.00.00;ARTÍCULOS PARA FUEGOS ARTIFICIALES , COHETES DE SEÑALES GRANÍFUGOS Y SIMILARES, PETARDOS Y DEMÁS ARTÍCULOS DE PIROTECNIA. > Los demás > FÓSFOROS(CERILLAS), EXCEPTO LOS ARTÍCULOS DE PIROTECNIA DE LA PARTIDA 36.04.
36;SUBPARTIDA;3606.10.00.00;"FERROCERIO Y DEMÁS ALEACIONES PIROFÓRICAS EN CUALQUIER FORMA; ARTÍCULOS DE MATERIAS INFLAMABLES A QUE SE REFIERE LA NOTA 2 DE ESTE CAPÍTULO. > - Combustibleslíquidosygasescombustibleslicuadosenrecipientesdelostipos utilizados para cargar o recargar encendedores o mecheros, de capacidad inferior o igual a 300 cm³"
36;SUBPARTIDA;3606.90.00.00;"FERROCERIO Y DEMÁS ALEACIONES PIROFÓRICAS EN CUALQUIER FORMA; ARTÍCULOS DE MATERIAS INFLAMABLES A QUE SE REFIERE LA NOTA 2 DE ESTE CAPÍTULO. > - Los demás"
37;SUBPARTIDA;3701.10;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - Para rayos X:"
37;SUBPARTIDA;3701.10.10.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Sensibilizadas en una cara"
37;SUBPARTIDA;3701102;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Sensibilizadas en ambas caras:"
37;SUBPARTIDA;3701.10.21.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - Aptas para uso odontológico"
37;SUBPARTIDA;3701.10.29.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - Las demás"
37;SUBPARTIDA;3701.20;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - Películas autorrevelables:"
37;SUBPARTIDA;3701.20.10.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Para fotografía en colores (policroma)"
37;SUBPARTIDA;3701.20.20.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Para fotografía monocromática"
37;SUBPARTIDA;3701.30;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - Las demás placas y películas planas en las que por lo menosun ladosea superior a 255 mm:"
37;SUBPARTIDA;3701.30.10.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Para fotografía en colores (policroma)"
37;SUBPARTIDA;3701302;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Planchas sensibilizadas con polímeros fotosensibles:"
37;SUBPARTIDA;3701.30.21.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - De aluminio"
37;SUBPARTIDA;3701.30.22.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - De poliéster"
37;SUBPARTIDA;3701.30.29.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - Las demás"
37;SUBPARTIDA;3701303;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Planchas sensibilizadas por otros procedimientos:"
37;SUBPARTIDA;3701.30.31.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - De aluminio"
37;SUBPARTIDA;3701.30.39.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - - Las demás"
37;SUBPARTIDA;3701.30.40.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Películas para las artes gráficas"
37;SUBPARTIDA;3701.30.50.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Películas heliográficas, de poliéster"
37;SUBPARTIDA;3701.30.90.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Las demás"
37;SUBPARTIDA;37019;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - Las demás"
37;SUBPARTIDA;3701.91.00.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Para fotografía en colores (policroma)"
37;SUBPARTIDA;3701.99.00.00;"PLACAS Y PELÍCULAS PLANAS, FOTOGRÁFICAS, SENSIBILIZADAS, SIN IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS PLANAS AUTORREVELABLES, SENSIBILIZADAS, SIN IMPRESIONAR, INCLUSO EN CARGADORES. > - - Las demás"
37;SUBPARTIDA;3702.10;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - Para rayos X:"
37;SUBPARTIDA;3702.10.10.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - Sensibilizadas en una cara"
37;SUBPARTIDA;3702.10.20.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - Sensibilizadas en ambas caras"
37;SUBPARTIDA;37023;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > Sensibilizadas en ambas caras > - Las demás películas, sin perforar, de anchura inferior o igual a 105 mm"
37;SUBPARTIDA;3702.31.00.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - Para fotografía en colores (policroma)"
37;SUBPARTIDA;3702.32.00.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - Las demás, con emulsión de halogenuros de plata"
37;SUBPARTIDA;3702.39.00.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - Las demás"
37;SUBPARTIDA;37024;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > Las demás > - Las demás películas, sin perforar, de anchura superior a 105 mm"
37;SUBPARTIDA;3702.41.00.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - De anchura superior a 610mm y longitud superior a 200m, parafotografía en colores (policroma) 2 m²"
37;SUBPARTIDA;3702.42;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - De anchura superior a 610mm y longitud superior a 200m, exceptopara fotografía en colores:"
37;SUBPARTIDA;3702.42.10.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Para las artes gráficas"
37;SUBPARTIDA;3702.42.90.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Las demás"
37;SUBPARTIDA;3702.43;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - De anchura superior a 610 mm y longitud inferior o igual a 200 m:"
37;SUBPARTIDA;3702.43.10.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Para las artes gráficas"
37;SUBPARTIDA;3702.43.20.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Heliográficas, de poliéster"
37;SUBPARTIDA;3702.43.90.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Las demás"
37;SUBPARTIDA;3702.44;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - De anchura superior a 105 mm pero inferior o igual a 610 mm:"
37;SUBPARTIDA;3702.44.10.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Para fotografía en colores (policroma)"
37;SUBPARTIDA;3702442;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - Para fotografía monocromática:"
37;SUBPARTIDA;3702.44.21.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - - Para las artes gráficas"
37;SUBPARTIDA;3702.44.22.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - - Fotopolimerizables, sensibilizadasabasedecompuestosacrílicos, de los tipos utilizados para la fabricación de circuitos impresos 2 m²"
37;SUBPARTIDA;3702.44.29.00;"PELÍCULAS FOTOGRÁFICAS EN ROLLOS, SENSIBILIZADAS, IMPRESIONAR, EXCEPTO LAS DE PAPEL, CARTÓN O TEXTILES; PELÍCULAS FOTOGRÁFICAS AUTORREVELABLES EN ROLLOS, SENSIBILIZADAS, SIN IMPRESIONAR. > - - - - Las demás"
